,organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,node_type,glb file of single organs,Ref/1,Ref/1/ID
76,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_g,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
77,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_h,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
78,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_i,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
79,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_j,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
80,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,
81,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_a,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
82,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_b,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
83,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_c,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
84,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_d,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
85,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_e,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
86,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_f,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
87,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_g,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
88,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_h,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
89,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_i,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
90,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_R,,
91,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_j,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
92,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_i,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
93,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_h,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
94,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_g,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
95,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_f,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
96,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_e,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
97,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_d,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
98,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_c,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
99,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_b,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
100,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_a,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
101,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_F_Kidney_L,,
102,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_a,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
103,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_b,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
104,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_c,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
105,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_d,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
106,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_e,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
107,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_f,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
108,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_g,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
109,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_h,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
110,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_i,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
111,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_j,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
112,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_k,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
113,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R,renal papilla,UBERON:0001228,organizational,VH_F_Kidney_R,,
114,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_a,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
115,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_b,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
116,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_c,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
117,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_d,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
118,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_e,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
119,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_f,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
120,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_g,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
121,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_h,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
122,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_i,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
123,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_j,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
124,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,
125,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_a,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
126,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_b,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
127,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_c,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
128,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_d,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
129,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_e,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
130,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_f,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
131,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_g,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
132,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_h,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
133,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_i,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
134,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_R,,
135,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_j,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
136,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_i,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
137,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_h,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
138,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_g,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
139,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_f,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
140,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_e,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
141,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,652.45,0.08564127456583438,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_d,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
