organ,organ_id,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,node_type,glb file of single organs,Ref/1,Ref/1/ID,combo,color
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000510,paneth cell,1483.132,0.01365791410422846,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_paneth cell,#e145c4
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000540,neuron,2816.03,0.02593234847264468,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_neuron,#6f89ae
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000584,enterocyte,29369.375,0.2704576538331548,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_enterocyte,#9df617
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,323.106,0.00297542902085643,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_natural killer cell,#e13c37
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",5044.501,0.04645396455385936,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,"small intestine_jejunum_CD4-positive, alpha-beta T cell",#b10fe0
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",16370.361,0.1507519117605253,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,"small intestine_jejunum_CD8-positive, alpha-beta T cell",#6ddf14
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,711.3820000000001,0.006550997653138255,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_neutrophil,#f5c752
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,5039.013000000001,0.04640342648131828,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_plasma cell,#962df1
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000863,M1 Macrophage,917.525,0.00844933400296279,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_M1 Macrophage,#1d1944
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000890,M2 macrophage,3644.032,0.03355728016728101,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_M2 macrophage,#807cf3
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0001028,CD7+ Immune,456.8760000000001,0.004207294539045399,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_CD7+ Immune,#4081c1
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002088,interstitial cell of Cajal,889.3990000000001,0.008190326381189729,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_interstitial cell of Cajal,#8c0aa7
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,1929.375,0.0177672911277255,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_endothelial cell of lymphatic vessel,#5e99d2
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002504,enteric smooth muscle cell,14466.711,0.1332215178478361,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_enteric smooth muscle cell,#03646b
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0009010,transit amplifying cell,2828.721,0.02604921776539594,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_transit amplifying cell,#e04af4
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/UBERON_0002115,jejunum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_4033092,CD57+ Enterocyte,29.498,0.0002716421399083365,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_jejunum,jejunum,UBERON:0002115,mesh,VH_M_Small_Intestine,,,small intestine_jejunum_CD57+ Enterocyte,#7bac4e
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000071,blood vessel endothelial cell,7352.73,0.07759710521458399,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_blood vessel endothelial cell,#369e73
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000160,goblet cell,5313.000000000001,0.05607079547393754,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_goblet cell,#07546e
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000165,neuroendocrine cell,915.75,0.00966437623852029,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_neuroendocrine cell,#dafd52
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,86.79,0.0009159390813444454,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_B cell,#30a734
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,727.65,0.007679261119256662,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_dendritic cell,#fad622
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000499,stromal cell,7353.06,0.07760058787268796,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_stromal cell,#a04cbf
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000510,paneth cell,1173.48,0.01238433221772186,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_paneth cell,#f24ca8
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000540,neuron,2135.1,0.02253279793269415,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_neuron,#a7f38f
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000584,enterocyte,28490.88,0.3006787700644641,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_enterocyte,#58f878
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,171.27,0.001807499555961092,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_natural killer cell,#d4a505
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",4221.69,0.04455364512410452,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,"small intestine_descending part of duodenum_CD4-positive, alpha-beta T cell",#7b63bd
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",7580.099999999999,0.07999665664822019,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,"small intestine_descending part of duodenum_CD8-positive, alpha-beta T cell",#dfb8f1
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,639.54,0.006749391405496331,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_neutrophil,#e32260
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,6468.99,0.0682705468121489,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_plasma cell,#5df425
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000863,M1 Macrophage,1372.8,0.01448785771252051,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_M1 Macrophage,#fc30b7
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000890,M2 macrophage,3930.96,0.04148542333450584,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_M2 macrophage,#122d7f
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0001028,CD7+ Immune,476.19,0.00502547564403055,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_CD7+ Immune,#557423
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002088,interstitial cell of Cajal,1046.76,0.01104699150579689,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_interstitial cell of Cajal,#7cf8d3
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,1897.17,0.02002180143973086,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_endothelial cell of lymphatic vessel,#a382ea
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002504,enteric smooth muscle cell,9138.03,0.0964382855570686,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_enteric smooth muscle cell,#77a3ff
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0009010,transit amplifying cell,3893.01,0.04108491765254914,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_transit amplifying cell,#6e75b0
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_4033092,CD57+ Enterocyte,370.26,0.003907542392655771,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,,small intestine_descending part of duodenum_CD57+ Enterocyte,#ebc569
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000071,blood vessel endothelial cell,4250.19,0.0804783723569717,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_blood vessel endothelial cell,#7a789a
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000160,goblet cell,3101.34,0.05872462062297701,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_goblet cell,#41d1f3
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000165,neuroendocrine cell,367.854,0.006965404178401783,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_neuroendocrine cell,#6ff4d2
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,73.038,0.001382992139224011,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_B cell,#4a3950
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,451.77,0.008554373870276178,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_dendritic cell,#9d3c3a
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000499,stromal cell,3558.66,0.06738408508134011,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_stromal cell,#11cef7
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000510,paneth cell,711.066,0.01346420614569759,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_paneth cell,#d88850
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000540,neuron,1440.114,0.02726890579679684,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_neuron,#e89d31
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000584,enterocyte,14753.01,0.2793518012526798,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_enterocyte,#cc63e4
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,56.832,0.001076127622010173,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_natural killer cell,#32ddf8
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",2156.064,0.04082559166001092,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,"small intestine_horizontal part of duodenum_CD4-positive, alpha-beta T cell",#869636
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",6364.962,0.1205220900416159,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,"small intestine_horizontal part of duodenum_CD8-positive, alpha-beta T cell",#95d00a
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,240.204,0.004548320652402371,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_neutrophil,#14574c
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,3248.304,0.06150741939551894,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_plasma cell,#1cd4d9
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000863,M1 Macrophage,441.336,0.008356803564672747,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_M1 Macrophage,#38c773
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000890,M2 macrophage,2082.138,0.03942578502669301,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_M2 macrophage,#286cfa
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0001028,CD7+ Immune,354.3120000000001,0.006708983143469672,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_CD7+ Immune,#a4047b
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002088,interstitial cell of Cajal,800.088,0.01514985917861196,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_interstitial cell of Cajal,#82263f
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,1140.858,0.02160242128714952,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_endothelial cell of lymphatic vessel,#e1dfb3
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002504,enteric smooth muscle cell,5454.984,0.1032914372188827,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_enteric smooth muscle cell,#9d3aef
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0009010,transit amplifying cell,1725.384,0.03267056202446509,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_transit amplifying cell,#2d959e
small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_4033092,CD57+ Enterocyte,39.072,0.0007398377401319937,6,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_horizonal,horizontal part of duodenum,FMA:14929,mesh,VH_M_Small_Intestine,,,small intestine_horizontal part of duodenum_CD57+ Enterocyte,#665577
